roundNumber,roundName,sampleCount,successCount,successRate,avgQualityScore,avgTokensTotal,avgLatencyMs,deltaQuality,deltaTokens,deltaLatency,qualityPer1kTokens,gainPer1kExtraTokens,tokenIncreasePct,latencyIncreasePct,teacherAvgQuality,teacherGap,teacherAlignmentPct,teacherGapClosurePct,qualityStdDev,qualityCvPct,fewshotEnabled,isImprovedVsBaseline
0,"baseline",21,19,90.47619047619048,72,979.7619047619048,57593.09523809524,0,0,0,73.4872417982989,"",0,0,0,0,"",0,2.6420842943181335,3.669561519886297,false,false
1,"fewshot_r1",21,21,100,79.33333333333333,1498.4761904761904,59163,7.333333333333329,518.7142857142856,1569.9047619047633,52.94267192068133,14.137519507940874,52.94289185905223,2.7258558606975893,0,0,"",0,2.6962643175032515,3.3986525010545185,true,true
